C;c:\optibus\gn_elec345.txt
V;GD345;1;GD20b;1
S;10008710;475
S;10008690;476
S;10008630;478
S;10008650;478
S;10008050;479
S;10006090;482
S;10005950;483
S;10005990;484
S;10006290;486
S;10008390;488
S;10008330;490
S;10009025;493
S;10009025;495
S;10006420;501
S;10009200;502
S;12003220;504
S;12001201;505
S;12018204;509
S;12041210;511
S;12106220;513
S;12106120;516
S;12105920;518
S;12102120;520
S;12102020;521
S;12101920;522
S;12101820;523
S;12101720;524
S;12109212;524
S;12121620;525
S;12121420;527
S;12121320;528
S;12121220;529
S;12121120;530
S;12121020;533
S;12120920;534
T;G555;551030;11;00;gngslu;483;549;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;483
S;10109450;485
S;10109410;488
S;10109410;489
S;10108900;490
S;10008710;490
S;10008690;491
S;10008630;493
S;10008650;493
S;10008050;494
S;10006090;497
S;10005950;498
S;10005990;499
S;10006290;501
S;10008390;503
S;10008330;505
S;10009025;508
S;10009025;510
S;10006420;516
S;10009200;517
S;12003220;519
S;12001201;520
S;12018204;524
S;12041210;526
S;12106220;528
S;12106120;531
S;12105920;533
S;12102120;535
S;12102020;536
S;12101920;537
S;12101820;538
S;12101720;539
S;12109212;539
S;12121620;540
S;12121420;542
S;12121320;543
S;12121220;544
S;12121120;545
S;12121020;548
S;12120920;549
T;G555;551032;11;10;smrgol;486;564;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;486
S;12547410;487
S;12547510;488
S;12547610;488
S;12547710;489
S;12547810;490
S;12547910;491
S;12548010;491
S;12548110;492
S;12548210;493
S;12548410;494
S;12541010;496
S;10108610;496
S;10108810;497
S;10108910;498
S;10109010;499
S;10109110;500
S;10109210;500
S;10109510;501
S;10109410;503
S;10109410;504
S;10108900;505
S;10008710;505
S;10008690;506
S;10008630;508
S;10008650;508
S;10008050;509
S;10006090;512
S;10005950;513
S;10005990;514
S;10006290;516
S;10008390;518
S;10008330;520
S;10009025;523
S;10009025;525
S;10006420;531
S;10009200;532
S;12003220;534
S;12001201;535
S;12018204;539
S;12041210;541
S;12106220;543
S;12106120;546
S;12105920;548
S;12102120;550
S;12102020;551
S;12101920;552
S;12101820;553
S;12101720;554
S;12109212;554
S;12121620;555
S;12121420;557
S;12121320;558
S;12121220;559
S;12121120;560
S;12121020;563
S;12120920;564
T;G555;551034;11;00;gngslu;513;579;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;513
S;10109450;515
S;10109410;518
S;10109410;519
S;10108900;520
S;10008710;520
S;10008690;521
S;10008630;523
S;10008650;523
S;10008050;524
S;10006090;527
S;10005950;528
S;10005990;529
S;10006290;531
S;10008390;533
S;10008330;535
S;10009025;538
S;10009025;540
S;10006420;546
S;10009200;547
S;12003220;549
S;12001201;550
S;12018204;554
S;12041210;556
S;12106220;558
S;12106120;561
S;12105920;563
S;12102120;565
S;12102020;566
S;12101920;567
S;12101820;568
S;12101720;569
S;12109212;569
S;12121620;570
S;12121420;572
S;12121320;573
S;12121220;574
S;12121120;575
S;12121020;578
S;12120920;579
T;G555;551036;11;10;smrgol;516;594;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;516
S;12547410;517
S;12547510;518
S;12547610;518
S;12547710;519
S;12547810;520
S;12547910;521
S;12548010;521
S;12548110;522
S;12548210;523
S;12548410;524
S;12541010;526
S;10108610;526
S;10108810;527
S;10108910;528
S;10109010;529
S;10109110;530
S;10109210;530
S;10109510;531
S;10109410;533
S;10109410;534
S;10108900;535
S;10008710;535
S;10008690;536
S;10008630;538
S;10008650;538
S;10008050;539
S;10006090;542
S;10005950;543
S;10005990;544
S;10006290;546
S;10008390;548
S;10008330;550
S;10009025;553
S;10009025;555
S;10006420;561
S;10009200;562
S;12003220;564
S;12001201;565
S;12018204;569
S;12041210;571
S;12106220;573
S;12106120;576
S;12105920;578
S;12102120;580
S;12102020;581
S;12101920;582
S;12101820;583
S;12101720;584
S;12109212;584
S;12121620;585
S;12121420;587
S;12121320;588
S;12121220;589
S;12121120;590
S;12121020;593
S;12120920;594
T;G555;551038;11;20;gngslu;543;583;hrgp+r;gngslu;hrgp+r;E18P;;;0;1;12345;16.169;;
S;10109490;543
S;10109450;545
S;10109410;548
S;10109410;549
S;10108900;550
S;10008710;550
S;10008690;551
S;10008630;553
S;10008650;553
S;10008050;554
S;10006090;557
S;10005950;558
S;10005990;559
S;10006290;561
S;10008390;563
S;10008330;565
S;10009025;568
S;10009025;570
S;10006420;576
S;10009200;578
S;12004710;583
T;G555;551040;11;10;smrgol;546;624;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;546
S;12547410;547
S;12547510;548
S;12547610;548
S;12547710;549
S;12547810;550
S;12547910;551
S;12548010;551
S;12548110;552
S;12548210;553
S;12548410;554
S;12541010;556
S;10108610;556
S;10108810;557
S;10108910;558
S;10109010;559
S;10109110;560
S;10109210;560
S;10109510;561
S;10109410;563
S;10109410;564
S;10108900;565
S;10008710;565
S;10008690;566
S;10008630;568
S;10008650;568
S;10008050;569
S;10006090;572
S;10005950;573
S;10005990;574
S;10006290;576
S;10008390;578
S;10008330;580
S;10009025;583
S;10009025;585
S;10006420;591
S;10009200;592
S;12003220;594
S;12001201;595
S;12018204;599
S;12041210;601
S;12106220;603
S;12106120;606
S;12105920;608
S;12102120;610
S;12102020;611
S;12101920;612
S;12101820;613
S;12101720;614
S;12109212;614
S;12121620;615
S;12121420;617
S;12121320;618
S;12121220;619
S;12121120;620
S;12121020;623
S;12120920;624
T;G555;551042;11;20;gngslu;573;613;hrgp+r;gngslu;hrgp+r;E18P;;;0;1;12345;16.169;;
S;10109490;573
S;10109450;575
S;10109410;578
S;10109410;579
S;10108900;580
S;10008710;580
S;10008690;581
S;10008630;583
S;10008650;583
S;10008050;584
S;10006090;587
S;10005950;588
S;10005990;589
S;10006290;591
S;10008390;593
S;10008330;595
S;10009025;598
S;10009025;600
S;10006420;606
S;10009200;608
S;12004710;613
T;G555;551044;11;10;smrgol;577;654;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;577
S;12547410;578
S;12547510;579
S;12547610;579
S;12547710;580
S;12547810;581
S;12547910;582
S;12548010;582
S;12548110;583
S;12548210;584
S;12548410;585
S;12541010;586
S;10108610;586
S;10108810;587
S;10108910;588
S;10109010;589
S;10109110;590
S;10109210;590
S;10109510;591
S;10109410;593
S;10109410;594
S;10108900;595
S;10008710;595
S;10008690;596
S;10008630;598
S;10008650;598
S;10008050;599
S;10006090;602
S;10005950;603
S;10005990;604
S;10006290;606
S;10008390;608
S;10008330;610
S;10009025;613
S;10009025;615
S;10006420;621
S;10009200;622
S;12003220;624
S;12001201;625
S;12018204;629
S;12041210;631
S;12106220;633
S;12106120;636
S;12105920;638
S;12102120;640
S;12102020;641
S;12101920;642
S;12101820;643
S;12101720;644
S;12109212;644
S;12121620;645
S;12121420;647
S;12121320;648
S;12121220;649
S;12121120;650
S;12121020;653
S;12120920;654
T;G555;551046;11;20;gngslu;603;643;hrgp+r;gngslu;hrgp+r;E18P;;;0;1;12345;16.169;;
S;10109490;603
S;10109450;605
S;10109410;608
S;10109410;609
S;10108900;610
S;10008710;610
S;10008690;611
S;10008630;613
S;10008650;613
S;10008050;614
S;10006090;617
S;10005950;618
S;10005990;619
S;10006290;621
S;10008390;623
S;10008330;625
S;10009025;628
S;10009025;630
S;10006420;636
S;10009200;638
S;12004710;643
T;G555;551048;11;10;smrgol;607;684;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;607
S;12547410;608
S;12547510;609
S;12547610;609
S;12547710;610
S;12547810;611
S;12547910;612
S;12548010;612
S;12548110;613
S;12548210;614
S;12548410;615
S;12541010;616
S;10108610;616
S;10108810;617
S;10108910;618
S;10109010;619
S;10109110;620
S;10109210;620
S;10109510;621
S;10109410;623
S;10109410;624
S;10108900;625
S;10008710;625
S;10008690;626
S;10008630;628
S;10008650;628
S;10008050;629
S;10006090;632
S;10005950;633
S;10005990;634
S;10006290;636
S;10008390;638
S;10008330;640
S;10009025;643
S;10009025;645
S;10006420;651
S;10009200;652
S;12003220;654
S;12001201;655
S;12018204;659
S;12041210;661
S;12106220;663
S;12106120;666
S;12105920;668
S;12102120;670
S;12102020;671
S;12101920;672
S;12101820;673
S;12101720;674
S;12109212;674
S;12121620;675
S;12121420;677
S;12121320;678
S;12121220;679
S;12121120;680
S;12121020;683
S;12120920;684
T;G555;551050;11;20;smrgol;625;676;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;625
S;12547410;626
S;12547510;627
S;12547610;627
S;12547710;628
S;12547810;629
S;12547910;630
S;12548010;630
S;12548110;631
S;12548210;632
S;12548410;633
S;12541010;634
S;10108610;634
S;10108810;635
S;10108910;636
S;10109010;637
S;10109110;638
S;10109210;638
S;10109510;639
S;10109410;641
S;10109410;642
S;10108900;643
S;10008710;643
S;10008690;644
S;10008630;646
S;10008650;646
S;10008050;647
S;10006090;650
S;10005950;651
S;10005990;652
S;10006290;654
S;10008390;656
S;10008330;658
S;10009025;661
S;10009025;663
S;10006420;669
S;10009200;671
S;12004710;676
T;G555;551052;11;00;gngslu;651;717;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;651
S;10109450;653
S;10109410;656
S;10109410;657
S;10108900;658
S;10008710;658
S;10008690;659
S;10008630;661
S;10008650;661
S;10008050;662
S;10006090;665
S;10005950;666
S;10005990;667
S;10006290;669
S;10008390;671
S;10008330;673
S;10009025;676
S;10009025;678
S;10006420;684
S;10009200;685
S;12003220;687
S;12001201;688
S;12018204;692
S;12041210;694
S;12106220;696
S;12106120;699
S;12105920;701
S;12102120;703
S;12102020;704
S;12101920;705
S;12101820;706
S;12101720;707
S;12109212;707
S;12121620;708
S;12121420;710
S;12121320;711
S;12121220;712
S;12121120;713
S;12121020;716
S;12120920;717
T;G555;551054;11;20;smrgol;655;706;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;655
S;12547410;656
S;12547510;657
S;12547610;657
S;12547710;658
S;12547810;659
S;12547910;660
S;12548010;660
S;12548110;661
S;12548210;662
S;12548410;663
S;12541010;664
S;10108610;664
S;10108810;665
S;10108910;666
S;10109010;667
S;10109110;668
S;10109210;668
S;10109510;669
S;10109410;671
S;10109410;672
S;10108900;673
S;10008710;673
S;10008690;674
S;10008630;676
S;10008650;676
S;10008050;677
S;10006090;680
S;10005950;681
S;10005990;682
S;10006290;684
S;10008390;686
S;10008330;688
S;10009025;691
S;10009025;693
S;10006420;699
S;10009200;701
S;12004710;706
T;G555;551056;11;00;gngslu;681;747;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;681
S;10109450;683
S;10109410;686
S;10109410;687
S;10108900;688
S;10008710;688
S;10008690;689
S;10008630;691
S;10008650;691
S;10008050;692
S;10006090;695
S;10005950;696
S;10005990;697
S;10006290;699
S;10008390;701
S;10008330;703
S;10009025;706
S;10009025;708
S;10006420;714
S;10009200;715
S;12003220;717
S;12001201;718
S;12018204;722
S;12041210;724
S;12106220;726
S;12106120;729
S;12105920;731
S;12102120;733
S;12102020;734
S;12101920;735
S;12101820;736
S;12101720;737
S;12109212;737
S;12121620;738
S;12121420;740
S;12121320;741
S;12121220;742
S;12121120;743
S;12121020;746
S;12120920;747
T;G555;551058;11;20;smrgol;685;736;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;685
S;12547410;686
S;12547510;687
S;12547610;687
S;12547710;688
S;12547810;689
S;12547910;690
S;12548010;690
S;12548110;691
S;12548210;692
S;12548410;693
S;12541010;694
S;10108610;694
S;10108810;695
S;10108910;696
S;10109010;697
S;10109110;698
S;10109210;698
S;10109510;699
S;10109410;701
S;10109410;702
S;10108900;703
S;10008710;703
S;10008690;704
S;10008630;706
S;10008650;706
S;10008050;707
S;10006090;710
S;10005950;711
S;10005990;712
S;10006290;714
S;10008390;716
S;10008330;718
S;10009025;721
S;10009025;723
S;10006420;729
S;10009200;731
S;12004710;736
T;G555;551060;11;00;gngslu;711;777;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;711
S;10109450;713
S;10109410;716
S;10109410;717
S;10108900;718
S;10008710;718
S;10008690;719
S;10008630;721
S;10008650;721
S;10008050;722
S;10006090;725
S;10005950;726
S;10005990;727
S;10006290;729
S;10008390;731
S;10008330;733
S;10009025;736
S;10009025;738
S;10006420;744
S;10009200;745
S;12003220;747
S;12001201;748
S;12018204;752
S;12041210;754
S;12106220;756
S;12106120;759
S;12105920;761
S;12102120;763
S;12102020;764
S;12101920;765
S;12101820;766
S;12101720;767
S;12109212;767
S;12121620;768
S;12121420;770
S;12121320;771
S;12121220;772
S;12121120;773
S;12121020;776
S;12120920;777
T;G555;551062;11;20;smrgol;715;766;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;715
S;12547410;716
S;12547510;717
S;12547610;717
S;12547710;718
S;12547810;719
S;12547910;720
S;12548010;720
S;12548110;721
S;12548210;722
S;12548410;723
S;12541010;724
S;10108610;724
S;10108810;725
S;10108910;726
S;10109010;727
S;10109110;728
S;10109210;728
S;10109510;729
S;10109410;731
S;10109410;732
S;10108900;733
S;10008710;733
S;10008690;734
S;10008630;736
S;10008650;736
S;10008050;737
S;10006090;740
S;10005950;741
S;10005990;742
S;10006290;744
S;10008390;746
S;10008330;748
S;10009025;751
S;10009025;753
S;10006420;759
S;10009200;761
S;12004710;766
T;G555;551064;11;00;gngslu;741;807;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;741
S;10109450;743
S;10109410;746
S;10109410;747
S;10108900;748
S;10008710;748
S;10008690;749
S;10008630;751
S;10008650;751
S;10008050;752
S;10006090;755
S;10005950;756
S;10005990;757
S;10006290;759
S;10008390;761
S;10008330;763
S;10009025;766
S;10009025;768
S;10006420;774
S;10009200;775
S;12003220;777
S;12001201;778
S;12018204;782
S;12041210;784
S;12106220;786
S;12106120;789
S;12105920;791
S;12102120;793
S;12102020;794
S;12101920;795
S;12101820;796
S;12101720;797
S;12109212;797
S;12121620;798
S;12121420;800
S;12121320;801
S;12121220;802
S;12121120;803
S;12121020;806
S;12120920;807
T;G555;551066;11;20;smrgol;745;796;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;745
S;12547410;746
S;12547510;747
S;12547610;747
S;12547710;748
S;12547810;749
S;12547910;750
S;12548010;750
S;12548110;751
S;12548210;752
S;12548410;753
S;12541010;754
S;10108610;754
S;10108810;755
S;10108910;756
S;10109010;757
S;10109110;758
S;10109210;758
S;10109510;759
S;10109410;761
S;10109410;762
S;10108900;763
S;10008710;763
S;10008690;764
S;10008630;766
S;10008650;766
S;10008050;767
S;10006090;770
S;10005950;771
S;10005990;772
S;10006290;774
S;10008390;776
S;10008330;778
S;10009025;781
S;10009025;783
S;10006420;789
S;10009200;791
S;12004710;796
T;G555;551068;11;00;gngslu;771;837;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;771
S;10109450;773
S;10109410;776
S;10109410;777
S;10108900;778
S;10008710;778
S;10008690;779
S;10008630;781
S;10008650;781
S;10008050;782
S;10006090;785
S;10005950;786
S;10005990;787
S;10006290;789
S;10008390;791
S;10008330;793
S;10009025;796
S;10009025;798
S;10006420;804
S;10009200;805
S;12003220;807
S;12001201;808
S;12018204;812
S;12041210;814
S;12106220;816
S;12106120;819
S;12105920;821
S;12102120;823
S;12102020;824
S;12101920;825
S;12101820;826
S;12101720;827
S;12109212;827
S;12121620;828
S;12121420;830
S;12121320;831
S;12121220;832
S;12121120;833
S;12121020;836
S;12120920;837
T;G555;551070;11;20;smrgol;775;826;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;775
S;12547410;776
S;12547510;777
S;12547610;777
S;12547710;778
S;12547810;779
S;12547910;780
S;12548010;780
S;12548110;781
S;12548210;782
S;12548410;783
S;12541010;784
S;10108610;784
S;10108810;785
S;10108910;786
S;10109010;787
S;10109110;788
S;10109210;788
S;10109510;789
S;10109410;791
S;10109410;792
S;10108900;793
S;10008710;793
S;10008690;794
S;10008630;796
S;10008650;796
S;10008050;797
S;10006090;800
S;10005950;801
S;10005990;802
S;10006290;804
S;10008390;806
S;10008330;808
S;10009025;811
S;10009025;813
S;10006420;819
S;10009200;821
S;12004710;826
T;G555;551072;11;00;gngslu;801;867;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;801
S;10109450;803
S;10109410;806
S;10109410;807
S;10108900;808
S;10008710;808
S;10008690;809
S;10008630;811
S;10008650;811
S;10008050;812
S;10006090;815
S;10005950;816
S;10005990;817
S;10006290;819
S;10008390;821
S;10008330;823
S;10009025;826
S;10009025;828
S;10006420;834
S;10009200;835
S;12003220;837
S;12001201;838
S;12018204;842
S;12041210;844
S;12106220;846
S;12106120;849
S;12105920;851
S;12102120;853
S;12102020;854
S;12101920;855
S;12101820;856
S;12101720;857
S;12109212;857
S;12121620;858
S;12121420;860
S;12121320;861
S;12121220;862
S;12121120;863
S;12121020;866
S;12120920;867
T;G555;551074;11;20;smrgol;805;856;hrgp+r;smrgol;hrgp+r;E18P;;;0;1;12345;22.965;;
S;12547330;805
S;12547410;806
S;12547510;807
S;12547610;807
S;12547710;808
S;12547810;809
S;12547910;810
S;12548010;810
S;12548110;811
S;12548210;812
S;12548410;813
S;12541010;814
S;10108610;814
S;10108810;815
S;10108910;816
S;10109010;817
S;10109110;818
S;10109210;818
S;10109510;819
S;10109410;821
S;10109410;822
S;10108900;823
S;10008710;823
S;10008690;824
S;10008630;826
S;10008650;826
S;10008050;827
S;10006090;830
S;10005950;831
S;10005990;832
S;10006290;834
S;10008390;836
S;10008330;838
S;10009025;841
S;10009025;843
S;10006420;849
S;10009200;851
S;12004710;856
T;G555;551076;11;10;smrgol;819;896;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;819
S;12547410;820
S;12547510;821
S;12547610;821
S;12547710;822
S;12547810;823
S;12547910;824
S;12548010;824
S;12548110;825
S;12548210;826
S;12548410;827
S;12541010;828
S;10108610;828
S;10108810;829
S;10108910;830
S;10109010;831
S;10109110;832
S;10109210;832
S;10109510;833
S;10109410;835
S;10109410;836
S;10108900;837
S;10008710;837
S;10008690;838
S;10008630;840
S;10008650;840
S;10008050;841
S;10006090;844
S;10005950;845
S;10005990;846
S;10006290;848
S;10008390;850
S;10008330;852
S;10009025;855
S;10009025;857
S;10006420;863
S;10009200;864
S;12003220;866
S;12001201;867
S;12018204;871
S;12041210;873
S;12106220;875
S;12106120;878
S;12105920;880
S;12102120;882
S;12102020;883
S;12101920;884
S;12101820;885
S;12101720;886
S;12109212;886
S;12121620;887
S;12121420;889
S;12121320;890
S;12121220;891
S;12121120;892
S;12121020;895
S;12120920;896
T;G555;551078;11;00;gngslu;850;916;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;850
S;10109450;852
S;10109410;855
S;10109410;856
S;10108900;857
S;10008710;857
S;10008690;858
S;10008630;860
S;10008650;860
S;10008050;861
S;10006090;864
S;10005950;865
S;10005990;866
S;10006290;868
S;10008390;870
S;10008330;872
S;10009025;875
S;10009025;877
S;10006420;883
S;10009200;884
S;12003220;886
S;12001201;887
S;12018204;891
S;12041210;893
S;12106220;895
S;12106120;898
S;12105920;900
S;12102120;902
S;12102020;903
S;12101920;904
S;12101820;905
S;12101720;906
S;12109212;906
S;12121620;907
S;12121420;909
S;12121320;910
S;12121220;911
S;12121120;912
S;12121020;915
S;12120920;916
T;G555;551080;11;10;smrgol;849;926;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;849
S;12547410;850
S;12547510;851
S;12547610;851
S;12547710;852
S;12547810;853
S;12547910;854
S;12548010;854
S;12548110;855
S;12548210;856
S;12548410;857
S;12541010;858
S;10108610;858
S;10108810;859
S;10108910;860
S;10109010;861
S;10109110;862
S;10109210;862
S;10109510;863
S;10109410;865
S;10109410;866
S;10108900;867
S;10008710;867
S;10008690;868
S;10008630;870
S;10008650;870
S;10008050;871
S;10006090;874
S;10005950;875
S;10005990;876
S;10006290;878
S;10008390;880
S;10008330;882
S;10009025;885
S;10009025;887
S;10006420;893
S;10009200;894
S;12003220;896
S;12001201;897
S;12018204;901
S;12041210;903
S;12106220;905
S;12106120;908
S;12105920;910
S;12102120;912
S;12102020;913
S;12101920;914
S;12101820;915
S;12101720;916
S;12109212;916
S;12121620;917
S;12121420;919
S;12121320;920
S;12121220;921
S;12121120;922
S;12121020;925
S;12120920;926
T;G555;551082;11;00;gngprm;876;936;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;876
S;10108900;877
S;10008710;877
S;10008690;878
S;10008630;880
S;10008650;880
S;10008050;881
S;10006090;884
S;10005950;885
S;10005990;886
S;10006290;888
S;10008390;890
S;10008330;892
S;10009025;895
S;10009025;897
S;10006420;903
S;10009200;904
S;12003220;906
S;12001201;907
S;12018204;911
S;12041210;913
S;12106220;915
S;12106120;918
S;12105920;920
S;12102120;922
S;12102020;923
S;12101920;924
S;12101820;925
S;12101720;926
S;12109212;926
S;12121620;927
S;12121420;929
S;12121320;930
S;12121220;931
S;12121120;932
S;12121020;935
S;12120920;936
T;G555;551084;11;00;gngslu;880;946;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;880
S;10109450;882
S;10109410;885
S;10109410;886
S;10108900;887
S;10008710;887
S;10008690;888
S;10008630;890
S;10008650;890
S;10008050;891
S;10006090;894
S;10005950;895
S;10005990;896
S;10006290;898
S;10008390;900
S;10008330;902
S;10009025;905
S;10009025;907
S;10006420;913
S;10009200;914
S;12003220;916
S;12001201;917
S;12018204;921
S;12041210;923
S;12106220;925
S;12106120;928
S;12105920;930
S;12102120;932
S;12102020;933
S;12101920;934
S;12101820;935
S;12101720;936
S;12109212;936
S;12121620;937
S;12121420;939
S;12121320;940
S;12121220;941
S;12121120;942
S;12121020;945
S;12120920;946
T;G555;551086;11;10;smrgol;879;956;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;879
S;12547410;880
S;12547510;881
S;12547610;881
S;12547710;882
S;12547810;883
S;12547910;884
S;12548010;884
S;12548110;885
S;12548210;886
S;12548410;887
S;12541010;888
S;10108610;888
S;10108810;889
S;10108910;890
S;10109010;891
S;10109110;892
S;10109210;892
S;10109510;893
S;10109410;895
S;10109410;896
S;10108900;897
S;10008710;897
S;10008690;898
S;10008630;900
S;10008650;900
S;10008050;901
S;10006090;904
S;10005950;905
S;10005990;906
S;10006290;908
S;10008390;910
S;10008330;912
S;10009025;915
S;10009025;917
S;10006420;923
S;10009200;924
S;12003220;926
S;12001201;927
S;12018204;931
S;12041210;933
S;12106220;935
S;12106120;938
S;12105920;940
S;12102120;942
S;12102020;943
S;12101920;944
S;12101820;945
S;12101720;946
S;12109212;946
S;12121620;947
S;12121420;949
S;12121320;950
S;12121220;951
S;12121120;952
S;12121020;955
S;12120920;956
T;G555;551088;11;00;gngprm;906;966;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;906
S;10108900;907
S;10008710;907
S;10008690;908
S;10008630;910
S;10008650;910
S;10008050;911
S;10006090;914
S;10005950;915
S;10005990;916
S;10006290;918
S;10008390;920
S;10008330;922
S;10009025;925
S;10009025;927
S;10006420;933
S;10009200;934
S;12003220;936
S;12001201;937
S;12018204;941
S;12041210;943
S;12106220;945
S;12106120;948
S;12105920;950
S;12102120;952
S;12102020;953
S;12101920;954
S;12101820;955
S;12101720;956
S;12109212;956
S;12121620;957
S;12121420;959
S;12121320;960
S;12121220;961
S;12121120;962
S;12121020;965
S;12120920;966
T;G555;551090;11;00;gngslu;910;976;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;910
S;10109450;912
S;10109410;915
S;10109410;916
S;10108900;917
S;10008710;917
S;10008690;918
S;10008630;920
S;10008650;920
S;10008050;921
S;10006090;924
S;10005950;925
S;10005990;926
S;10006290;928
S;10008390;930
S;10008330;932
S;10009025;935
S;10009025;937
S;10006420;943
S;10009200;944
S;12003220;946
S;12001201;947
S;12018204;951
S;12041210;953
S;12106220;955
S;12106120;958
S;12105920;960
S;12102120;962
S;12102020;963
S;12101920;964
S;12101820;965
S;12101720;966
S;12109212;966
S;12121620;967
S;12121420;969
S;12121320;970
S;12121220;971
S;12121120;972
S;12121020;975
S;12120920;976
T;G555;551092;11;10;smrgol;909;986;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;909
S;12547410;910
S;12547510;911
S;12547610;911
S;12547710;912
S;12547810;913
S;12547910;914
S;12548010;914
S;12548110;915
S;12548210;916
S;12548410;917
S;12541010;918
S;10108610;918
S;10108810;919
S;10108910;920
S;10109010;921
S;10109110;922
S;10109210;922
S;10109510;923
S;10109410;925
S;10109410;926
S;10108900;927
S;10008710;927
S;10008690;928
S;10008630;930
S;10008650;930
S;10008050;931
S;10006090;934
S;10005950;935
S;10005990;936
S;10006290;938
S;10008390;940
S;10008330;942
S;10009025;945
S;10009025;947
S;10006420;953
S;10009200;954
S;12003220;956
S;12001201;957
S;12018204;961
S;12041210;963
S;12106220;965
S;12106120;968
S;12105920;970
S;12102120;972
S;12102020;973
S;12101920;974
S;12101820;975
S;12101720;976
S;12109212;976
S;12121620;977
S;12121420;979
S;12121320;980
S;12121220;981
S;12121120;982
S;12121020;985
S;12120920;986
T;G555;551094;11;00;gngprm;936;996;annrot;gngprm;annrot;E18P;;;0;2;12345;30.962;;
S;10109410;936
S;10108900;937
S;10008710;937
S;10008690;938
S;10008630;940
S;10008650;940
S;10008050;941
S;10006090;944
S;10005950;945
S;10005990;946
S;10006290;948
S;10008390;950
S;10008330;952
S;10009025;955
S;10009025;957
S;10006420;963
S;10009200;964
S;12003220;966
S;12001201;967
S;12018204;971
S;12041210;973
S;12106220;975
S;12106120;978
S;12105920;980
S;12102120;982
S;12102020;983
S;12101920;984
S;12101820;985
S;12101720;986
S;12109212;986
S;12121620;987
S;12121420;989
S;12121320;990
S;12121220;991
S;12121120;992
S;12121020;995
S;12120920;996
T;G555;551096;11;00;gngslu;940;1006;annrot;gngslu;annrot;E18P;;;0;2;12345;34.509;;
S;10109490;940
S;10109450;942
S;10109410;945
S;10109410;946
S;10108900;947
S;10008710;947
S;10008690;948
S;10008630;950
S;10008650;950
S;10008050;951
S;10006090;954
S;10005950;955
S;10005990;956
S;10006290;958
S;10008390;960
S;10008330;962
S;10009025;965
S;10009025;967
S;10006420;973
S;10009200;974
S;12003220;976
S;12001201;977
S;12018204;981
S;12041210;983
S;12106220;985
S;12106120;988
S;12105920;990
S;12102120;992
S;12102020;993
S;12101920;994
S;12101820;995
S;12101720;996
S;12109212;996
S;12121620;997
S;12121420;999
S;12121320;1000
S;12121220;1001
S;12121120;1002
S;12121020;1005
S;12120920;1006
T;G555;551098;11;10;smrgol;939;1016;annrot;smrgol;annrot;E18P;;;0;2;12345;41.306;;
S;12547330;939
S;12547410;940
S;12547510;941
S;12547610;941
S;12547710;942
S;12547810;943
S;12547910;944
S;12548010;944
S;12548110;945
S;12548210;946
S;12548410;947
S;12541010;948
S;10108610;948
S;10108810;949
S;10108910;950
S;10109010;951
S;10109110;952
S;10109210;952
S;10109510;953
S;10109410;955
S;10109410;956
S;10108900;957
S;10008710;957
S;10008690;958
S;10008630;960
S;10008650;960
S;10008050;961
S;10006090;964
S;10005950;965
S;10005990;966
S;10006290;968
S;10008390;970
S;10008330;972
S;10009025;975
S;10009025;977
S;10006420;983
S;10009200;984
