C;c:\optibus\bru_elec_qlink.txt
V;378_2020;1;nwe_gar;1
S;50003060;812
S;50003070;813
S;50006490;814
S;50003090;815
S;50003110;816
S;50003130;817
S;50003150;818
S;50003170;819
S;50006541;821
T;u008;1081;10;11;utroor;791;831;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;791
S;50007410;792
S;50007430;793
S;50007450;794
S;50007470;795
S;50007490;795
S;50007510;796
S;50006940;797
S;50006920;799
S;50006900;799
S;50006880;800
S;50006860;801
S;50006840;802
S;50003350;804
S;50003370;805
S;50003360;806
S;50003340;807
S;50000132;813
S;50000132;815
S;50001370;818
S;50002190;818
S;50001350;819
S;50008100;821
S;50003030;822
S;50003060;822
S;50003070;823
S;50006490;824
S;50003090;825
S;50003110;826
S;50003130;827
S;50003150;828
S;50003170;829
S;50006541;831
T;u008;1083;10;11;utroor;801;841;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;801
S;50007410;802
S;50007430;803
S;50007450;804
S;50007470;805
S;50007490;805
S;50007510;806
S;50006940;807
S;50006920;809
S;50006900;809
S;50006880;810
S;50006860;811
S;50006840;812
S;50003350;814
S;50003370;815
S;50003360;816
S;50003340;817
S;50000132;823
S;50000132;825
S;50001370;828
S;50002190;828
S;50001350;829
S;50008100;831
S;50003030;832
S;50003060;832
S;50003070;833
S;50006490;834
S;50003090;835
S;50003110;836
S;50003130;837
S;50003150;838
S;50003170;839
S;50006541;841
T;u008;1085;10;11;utroor;811;851;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;811
S;50007410;812
S;50007430;813
S;50007450;814
S;50007470;815
S;50007490;815
S;50007510;816
S;50006940;817
S;50006920;819
S;50006900;819
S;50006880;820
S;50006860;821
S;50006840;822
S;50003350;824
S;50003370;825
S;50003360;826
S;50003340;827
S;50000132;833
S;50000132;835
S;50001370;838
S;50002190;838
S;50001350;839
S;50008100;841
S;50003030;842
S;50003060;842
S;50003070;843
S;50006490;844
S;50003090;845
S;50003110;846
S;50003130;847
S;50003150;848
S;50003170;849
S;50006541;851
T;u008;1087;10;11;utroor;821;861;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;821
S;50007410;822
S;50007430;823
S;50007450;824
S;50007470;825
S;50007490;825
S;50007510;826
S;50006940;827
S;50006920;829
S;50006900;829
S;50006880;830
S;50006860;831
S;50006840;832
S;50003350;834
S;50003370;835
S;50003360;836
S;50003340;837
S;50000132;843
S;50000132;845
S;50001370;848
S;50002190;848
S;50001350;849
S;50008100;851
S;50003030;852
S;50003060;852
S;50003070;853
S;50006490;854
S;50003090;855
S;50003110;856
S;50003130;857
S;50003150;858
S;50003170;859
S;50006541;861
T;u008;1089;10;11;utroor;831;871;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;831
S;50007410;832
S;50007430;833
S;50007450;834
S;50007470;835
S;50007490;835
S;50007510;836
S;50006940;837
S;50006920;839
S;50006900;839
S;50006880;840
S;50006860;841
S;50006840;842
S;50003350;844
S;50003370;845
S;50003360;846
S;50003340;847
S;50000132;853
S;50000132;855
S;50001370;858
S;50002190;858
S;50001350;859
S;50008100;861
S;50003030;862
S;50003060;862
S;50003070;863
S;50006490;864
S;50003090;865
S;50003110;866
S;50003130;867
S;50003150;868
S;50003170;869
S;50006541;871
T;u008;1091;10;11;utroor;841;881;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;841
S;50007410;842
S;50007430;843
S;50007450;844
S;50007470;845
S;50007490;845
S;50007510;846
S;50006940;847
S;50006920;849
S;50006900;849
S;50006880;850
S;50006860;851
S;50006840;852
S;50003350;854
S;50003370;855
S;50003360;856
S;50003340;857
S;50000132;863
S;50000132;865
S;50001370;868
S;50002190;868
S;50001350;869
S;50008100;871
S;50003030;872
S;50003060;872
S;50003070;873
S;50006490;874
S;50003090;875
S;50003110;876
S;50003130;877
S;50003150;878
S;50003170;879
S;50006541;881
T;u008;1093;10;11;utroor;851;891;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;851
S;50007410;852
S;50007430;853
S;50007450;854
S;50007470;855
S;50007490;855
S;50007510;856
S;50006940;857
S;50006920;859
S;50006900;859
S;50006880;860
S;50006860;861
S;50006840;862
S;50003350;864
S;50003370;865
S;50003360;866
S;50003340;867
S;50000132;873
S;50000132;875
S;50001370;878
S;50002190;878
S;50001350;879
S;50008100;881
S;50003030;882
S;50003060;882
S;50003070;883
S;50006490;884
S;50003090;885
S;50003110;886
S;50003130;887
S;50003150;888
S;50003170;889
S;50006541;891
T;u008;1095;10;11;utroor;861;901;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;861
S;50007410;862
S;50007430;863
S;50007450;864
S;50007470;865
S;50007490;865
S;50007510;866
S;50006940;867
S;50006920;869
S;50006900;869
S;50006880;870
S;50006860;871
S;50006840;872
S;50003350;874
S;50003370;875
S;50003360;876
S;50003340;877
S;50000132;883
S;50000132;885
S;50001370;888
S;50002190;888
S;50001350;889
S;50008100;891
S;50003030;892
S;50003060;892
S;50003070;893
S;50006490;894
S;50003090;895
S;50003110;896
S;50003130;897
S;50003150;898
S;50003170;899
S;50006541;901
T;u008;1097;10;11;utroor;871;911;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;871
S;50007410;872
S;50007430;873
S;50007450;874
S;50007470;875
S;50007490;875
S;50007510;876
S;50006940;877
S;50006920;879
S;50006900;879
S;50006880;880
S;50006860;881
S;50006840;882
S;50003350;884
S;50003370;885
S;50003360;886
S;50003340;887
S;50000132;893
S;50000132;895
S;50001370;898
S;50002190;898
S;50001350;899
S;50008100;901
S;50003030;902
S;50003060;902
S;50003070;903
S;50006490;904
S;50003090;905
S;50003110;906
S;50003130;907
S;50003150;908
S;50003170;909
S;50006541;911
T;u008;1099;10;11;utroor;881;921;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;881
S;50007410;882
S;50007430;883
S;50007450;884
S;50007470;885
S;50007490;885
S;50007510;886
S;50006940;887
S;50006920;889
S;50006900;889
S;50006880;890
S;50006860;891
S;50006840;892
S;50003350;894
S;50003370;895
S;50003360;896
S;50003340;897
S;50000132;903
S;50000132;905
S;50001370;908
S;50002190;908
S;50001350;909
S;50008100;911
S;50003030;912
S;50003060;912
S;50003070;913
S;50006490;914
S;50003090;915
S;50003110;916
S;50003130;917
S;50003150;918
S;50003170;919
S;50006541;921
T;u008;1101;10;11;utroor;891;931;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;891
S;50007410;892
S;50007430;893
S;50007450;894
S;50007470;895
S;50007490;895
S;50007510;896
S;50006940;897
S;50006920;899
S;50006900;899
S;50006880;900
S;50006860;901
S;50006840;902
S;50003350;904
S;50003370;905
S;50003360;906
S;50003340;907
S;50000132;913
S;50000132;915
S;50001370;918
S;50002190;918
S;50001350;919
S;50008100;921
S;50003030;922
S;50003060;922
S;50003070;923
S;50006490;924
S;50003090;925
S;50003110;926
S;50003130;927
S;50003150;928
S;50003170;929
S;50006541;931
T;u008;1103;10;11;utroor;901;941;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;901
S;50007410;902
S;50007430;903
S;50007450;904
S;50007470;905
S;50007490;905
S;50007510;906
S;50006940;907
S;50006920;909
S;50006900;909
S;50006880;910
S;50006860;911
S;50006840;912
S;50003350;914
S;50003370;915
S;50003360;916
S;50003340;917
S;50000132;923
S;50000132;925
S;50001370;928
S;50002190;928
S;50001350;929
S;50008100;931
S;50003030;932
S;50003060;932
S;50003070;933
S;50006490;934
S;50003090;935
S;50003110;936
S;50003130;937
S;50003150;938
S;50003170;939
S;50006541;941
T;u008;1105;10;11;utroor;911;951;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;911
S;50007410;912
S;50007430;913
S;50007450;914
S;50007470;915
S;50007490;915
S;50007510;916
S;50006940;917
S;50006920;919
S;50006900;919
S;50006880;920
S;50006860;921
S;50006840;922
S;50003350;924
S;50003370;925
S;50003360;926
S;50003340;927
S;50000132;933
S;50000132;935
S;50001370;938
S;50002190;938
S;50001350;939
S;50008100;941
S;50003030;942
S;50003060;942
S;50003070;943
S;50006490;944
S;50003090;945
S;50003110;946
S;50003130;947
S;50003150;948
S;50003170;949
S;50006541;951
T;u008;1107;10;11;utroor;921;961;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;921
S;50007410;922
S;50007430;923
S;50007450;924
S;50007470;925
S;50007490;925
S;50007510;926
S;50006940;927
S;50006920;929
S;50006900;929
S;50006880;930
S;50006860;931
S;50006840;932
S;50003350;934
S;50003370;935
S;50003360;936
S;50003340;937
S;50000132;943
S;50000132;945
S;50001370;948
S;50002190;948
S;50001350;949
S;50008100;951
S;50003030;952
S;50003060;952
S;50003070;953
S;50006490;954
S;50003090;955
S;50003110;956
S;50003130;957
S;50003150;958
S;50003170;959
S;50006541;961
T;u008;1109;10;11;utroor;931;972;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;931
S;50007410;932
S;50007430;933
S;50007450;934
S;50007470;935
S;50007490;935
S;50007510;936
S;50006940;937
S;50006920;939
S;50006900;939
S;50006880;940
S;50006860;941
S;50006840;942
S;50003350;944
S;50003370;945
S;50003360;946
S;50003340;947
S;50000132;953
S;50000132;955
S;50001370;958
S;50002190;958
S;50001350;959
S;50008100;961
S;50003030;962
S;50003060;962
S;50003070;963
S;50006490;964
S;50003090;965
S;50003110;966
S;50003130;968
S;50003150;969
S;50003170;970
S;50006541;972
T;u008;1111;10;11;utroor;941;983;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;941
S;50007410;942
S;50007430;943
S;50007450;944
S;50007470;945
S;50007490;945
S;50007510;946
S;50006940;947
S;50006920;949
S;50006900;949
S;50006880;950
S;50006860;951
S;50006840;952
S;50003350;954
S;50003370;955
S;50003360;956
S;50003340;957
S;50000132;963
S;50000132;965
S;50001370;968
S;50002190;968
S;50001350;970
S;50008100;972
S;50003030;973
S;50003060;973
S;50003070;974
S;50006490;975
S;50003090;976
S;50003110;977
S;50003130;979
S;50003150;980
S;50003170;981
S;50006541;983
T;u008;1113;10;11;utroor;951;993;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;951
S;50007410;952
S;50007430;953
S;50007450;954
S;50007470;955
S;50007490;955
S;50007510;956
S;50006940;957
S;50006920;959
S;50006900;959
S;50006880;960
S;50006860;961
S;50006840;962
S;50003350;964
S;50003370;965
S;50003360;966
S;50003340;967
S;50000132;973
S;50000132;975
S;50001370;978
S;50002190;978
S;50001350;980
S;50008100;982
S;50003030;983
S;50003060;983
S;50003070;984
S;50006490;985
S;50003090;986
S;50003110;987
S;50003130;989
S;50003150;990
S;50003170;991
S;50006541;993
T;u008;1115;10;11;utroor;961;1003;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;961
S;50007410;962
S;50007430;963
S;50007450;964
S;50007470;965
S;50007490;965
S;50007510;966
S;50006940;967
S;50006920;969
S;50006900;969
S;50006880;970
S;50006860;971
S;50006840;972
S;50003350;974
S;50003370;975
S;50003360;976
S;50003340;977
S;50000132;983
S;50000132;985
S;50001370;988
S;50002190;988
S;50001350;990
S;50008100;992
S;50003030;993
S;50003060;993
S;50003070;994
S;50006490;995
S;50003090;996
S;50003110;997
S;50003130;999
S;50003150;1000
S;50003170;1001
S;50006541;1003
T;u008;1117;10;11;utroor;971;1013;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;971
S;50007410;972
S;50007430;973
S;50007450;974
S;50007470;975
S;50007490;975
S;50007510;976
S;50006940;977
S;50006920;979
S;50006900;979
S;50006880;980
S;50006860;981
S;50006840;982
S;50003350;984
S;50003370;985
S;50003360;986
S;50003340;987
S;50000132;993
S;50000132;995
S;50001370;998
S;50002190;998
S;50001350;1000
S;50008100;1002
S;50003030;1003
S;50003060;1003
S;50003070;1004
S;50006490;1005
S;50003090;1006
S;50003110;1007
S;50003130;1009
S;50003150;1010
S;50003170;1011
S;50006541;1013
T;u008;1119;10;11;utroor;981;1023;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;981
S;50007410;982
S;50007430;983
S;50007450;984
S;50007470;985
S;50007490;985
S;50007510;986
S;50006940;987
S;50006920;989
S;50006900;989
S;50006880;990
S;50006860;991
S;50006840;992
S;50003350;994
S;50003370;995
S;50003360;996
S;50003340;997
S;50000132;1003
S;50000132;1005
S;50001370;1008
S;50002190;1008
S;50001350;1010
S;50008100;1012
S;50003030;1013
S;50003060;1013
S;50003070;1014
S;50006490;1015
S;50003090;1016
S;50003110;1017
S;50003130;1019
S;50003150;1020
S;50003170;1021
S;50006541;1023
T;u008;1121;10;11;utroor;991;1033;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;991
S;50007410;992
S;50007430;993
S;50007450;994
S;50007470;995
S;50007490;995
S;50007510;996
S;50006940;997
S;50006920;999
S;50006900;999
S;50006880;1000
S;50006860;1001
S;50006840;1002
S;50003350;1004
S;50003370;1005
S;50003360;1006
S;50003340;1007
S;50000132;1013
S;50000132;1015
S;50001370;1018
S;50002190;1018
S;50001350;1020
S;50008100;1022
S;50003030;1023
S;50003060;1023
S;50003070;1024
S;50006490;1025
S;50003090;1026
S;50003110;1027
S;50003130;1029
S;50003150;1030
S;50003170;1031
S;50006541;1033
T;u008;1123;10;11;utroor;1001;1043;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1001
S;50007410;1002
S;50007430;1003
S;50007450;1004
S;50007470;1005
S;50007490;1005
S;50007510;1006
S;50006940;1007
S;50006920;1009
S;50006900;1009
S;50006880;1010
S;50006860;1011
S;50006840;1012
S;50003350;1014
S;50003370;1015
S;50003360;1016
S;50003340;1017
S;50000132;1023
S;50000132;1025
S;50001370;1028
S;50002190;1028
S;50001350;1030
S;50008100;1032
S;50003030;1033
S;50003060;1033
S;50003070;1034
S;50006490;1035
S;50003090;1036
S;50003110;1037
S;50003130;1039
S;50003150;1040
S;50003170;1041
S;50006541;1043
T;u008;1125;10;11;utroor;1011;1053;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1011
S;50007410;1012
S;50007430;1013
S;50007450;1014
S;50007470;1015
S;50007490;1015
S;50007510;1016
S;50006940;1017
S;50006920;1019
S;50006900;1019
S;50006880;1020
S;50006860;1021
S;50006840;1022
S;50003350;1024
S;50003370;1025
S;50003360;1026
S;50003340;1027
S;50000132;1033
S;50000132;1035
S;50001370;1038
S;50002190;1038
S;50001350;1040
S;50008100;1042
S;50003030;1043
S;50003060;1043
S;50003070;1044
S;50006490;1045
S;50003090;1046
S;50003110;1047
S;50003130;1049
S;50003150;1050
S;50003170;1051
S;50006541;1053
T;u008;1127;10;11;utroor;1021;1062;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1021
S;50007410;1022
S;50007430;1023
S;50007450;1024
S;50007470;1025
S;50007490;1025
S;50007510;1026
S;50006940;1027
S;50006920;1029
S;50006900;1029
S;50006880;1030
S;50006860;1031
S;50006840;1032
S;50003350;1034
S;50003370;1035
S;50003360;1036
S;50003340;1037
S;50000132;1043
S;50000132;1045
S;50001370;1048
S;50002190;1048
S;50001350;1050
S;50008100;1052
S;50003030;1053
S;50003060;1053
S;50003070;1054
S;50006490;1055
S;50003090;1056
S;50003110;1057
S;50003130;1058
S;50003150;1059
S;50003170;1060
S;50006541;1062
T;u008;1129;10;11;utroor;1031;1071;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1031
S;50007410;1032
S;50007430;1033
S;50007450;1034
S;50007470;1035
S;50007490;1035
S;50007510;1036
S;50006940;1037
S;50006920;1039
S;50006900;1039
S;50006880;1040
S;50006860;1041
S;50006840;1042
S;50003350;1044
S;50003370;1045
S;50003360;1046
S;50003340;1047
S;50000132;1053
S;50000132;1055
S;50001370;1058
S;50002190;1058
S;50001350;1059
S;50008100;1061
S;50003030;1062
S;50003060;1062
S;50003070;1063
S;50006490;1064
S;50003090;1065
S;50003110;1066
S;50003130;1067
S;50003150;1068
S;50003170;1069
S;50006541;1071
T;u008;1131;10;11;utroor;1041;1081;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1041
S;50007410;1042
S;50007430;1043
S;50007450;1044
S;50007470;1045
S;50007490;1045
S;50007510;1046
S;50006940;1047
S;50006920;1049
S;50006900;1049
S;50006880;1050
S;50006860;1051
S;50006840;1052
S;50003350;1054
S;50003370;1055
S;50003360;1056
S;50003340;1057
S;50000132;1063
S;50000132;1065
S;50001370;1068
S;50002190;1068
S;50001350;1069
S;50008100;1071
S;50003030;1072
S;50003060;1072
S;50003070;1073
S;50006490;1074
S;50003090;1075
S;50003110;1076
S;50003130;1077
S;50003150;1078
S;50003170;1079
S;50006541;1081
T;u008;1133;10;11;utroor;1051;1091;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1051
S;50007410;1052
S;50007430;1053
S;50007450;1054
S;50007470;1055
S;50007490;1055
S;50007510;1056
S;50006940;1057
S;50006920;1059
S;50006900;1059
S;50006880;1060
S;50006860;1061
S;50006840;1062
S;50003350;1064
S;50003370;1065
S;50003360;1066
S;50003340;1067
S;50000132;1073
S;50000132;1075
S;50001370;1078
S;50002190;1078
S;50001350;1079
S;50008100;1081
S;50003030;1082
S;50003060;1082
S;50003070;1083
S;50006490;1084
S;50003090;1085
S;50003110;1086
S;50003130;1087
S;50003150;1088
S;50003170;1089
S;50006541;1091
T;u008;1135;10;11;utroor;1061;1101;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1061
S;50007410;1062
S;50007430;1063
S;50007450;1064
S;50007470;1065
S;50007490;1065
S;50007510;1066
S;50006940;1067
S;50006920;1069
S;50006900;1069
S;50006880;1070
S;50006860;1071
S;50006840;1072
S;50003350;1074
S;50003370;1075
S;50003360;1076
S;50003340;1077
S;50000132;1083
S;50000132;1085
S;50001370;1088
S;50002190;1088
S;50001350;1089
S;50008100;1091
S;50003030;1092
S;50003060;1092
S;50003070;1093
S;50006490;1094
S;50003090;1095
S;50003110;1096
S;50003130;1097
S;50003150;1098
S;50003170;1099
S;50006541;1101
T;u008;1137;10;11;utroor;1071;1110;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1071
S;50007410;1072
S;50007430;1073
S;50007450;1074
S;50007470;1075
S;50007490;1075
S;50007510;1076
S;50006940;1077
S;50006920;1079
S;50006900;1079
S;50006880;1080
S;50006860;1081
S;50006840;1082
S;50003350;1084
S;50003370;1085
S;50003360;1086
S;50003340;1087
S;50000132;1092
S;50000132;1094
S;50001370;1097
S;50002190;1097
S;50001350;1098
S;50008100;1100
S;50003030;1101
S;50003060;1101
S;50003070;1102
S;50006490;1103
S;50003090;1104
S;50003110;1105
S;50003130;1106
S;50003150;1107
S;50003170;1108
S;50006541;1110
T;u008;1139;10;11;utroor;1081;1119;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1081
S;50007410;1082
S;50007430;1083
S;50007450;1084
S;50007470;1085
S;50007490;1085
S;50007510;1086
S;50006940;1087
S;50006920;1088
S;50006900;1089
S;50006880;1089
S;50006860;1090
S;50006840;1091
S;50003350;1093
S;50003370;1094
S;50003360;1095
S;50003340;1096
S;50000132;1101
S;50000132;1103
S;50001370;1106
S;50002190;1106
S;50001350;1107
S;50008100;1109
S;50003030;1110
S;50003060;1110
S;50003070;1111
S;50006490;1112
S;50003090;1113
S;50003110;1114
S;50003130;1115
S;50003150;1116
S;50003170;1117
S;50006541;1119
T;u008;1141;10;11;utroor;1096;1134;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1096
S;50007410;1097
S;50007430;1098
S;50007450;1099
S;50007470;1100
S;50007490;1100
S;50007510;1101
S;50006940;1102
S;50006920;1103
S;50006900;1104
S;50006880;1104
S;50006860;1105
S;50006840;1106
S;50003350;1108
S;50003370;1109
S;50003360;1110
S;50003340;1111
S;50000132;1116
S;50000132;1118
S;50001370;1121
S;50002190;1121
S;50001350;1122
S;50008100;1124
S;50003030;1125
S;50003060;1125
S;50003070;1126
S;50006490;1127
S;50003090;1128
S;50003110;1129
S;50003130;1130
S;50003150;1131
S;50003170;1132
S;50006541;1134
T;u008;1143;10;11;utroor;1111;1149;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1111
S;50007410;1112
S;50007430;1113
S;50007450;1114
S;50007470;1115
S;50007490;1115
S;50007510;1116
S;50006940;1117
S;50006920;1118
S;50006900;1119
S;50006880;1119
S;50006860;1120
S;50006840;1121
S;50003350;1123
S;50003370;1124
S;50003360;1125
S;50003340;1126
S;50000132;1131
S;50000132;1133
S;50001370;1136
S;50002190;1136
S;50001350;1137
S;50008100;1139
S;50003030;1140
S;50003060;1140
S;50003070;1141
S;50006490;1142
S;50003090;1143
S;50003110;1144
S;50003130;1145
S;50003150;1146
S;50003170;1147
S;50006541;1149
T;u008;1145;10;11;utroor;1126;1164;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1126
S;50007410;1127
S;50007430;1128
S;50007450;1129
S;50007470;1130
S;50007490;1130
S;50007510;1131
S;50006940;1132
S;50006920;1133
S;50006900;1134
S;50006880;1134
S;50006860;1135
S;50006840;1136
S;50003350;1138
S;50003370;1139
S;50003360;1140
S;50003340;1141
S;50000132;1146
S;50000132;1148
S;50001370;1151
S;50002190;1151
S;50001350;1152
S;50008100;1154
S;50003030;1155
S;50003060;1155
S;50003070;1156
S;50006490;1157
S;50003090;1158
S;50003110;1159
S;50003130;1160
S;50003150;1161
S;50003170;1162
S;50006541;1164
T;u008;1147;10;11;utroor;1141;1179;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1141
S;50007410;1142
S;50007430;1143
S;50007450;1144
S;50007470;1145
S;50007490;1145
S;50007510;1146
S;50006940;1147
S;50006920;1148
S;50006900;1149
S;50006880;1149
S;50006860;1150
S;50006840;1151
S;50003350;1153
S;50003370;1154
S;50003360;1155
S;50003340;1156
S;50000132;1161
S;50000132;1163
S;50001370;1166
S;50002190;1166
S;50001350;1167
S;50008100;1169
S;50003030;1170
S;50003060;1170
S;50003070;1171
S;50006490;1172
S;50003090;1173
S;50003110;1174
S;50003130;1175
S;50003150;1176
S;50003170;1177
S;50006541;1179
T;u008;1149;10;11;utroor;1156;1194;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1156
S;50007410;1157
S;50007430;1158
S;50007450;1159
S;50007470;1160
S;50007490;1160
S;50007510;1161
S;50006940;1162
S;50006920;1163
S;50006900;1164
S;50006880;1164
S;50006860;1165
S;50006840;1166
S;50003350;1168
S;50003370;1169
S;50003360;1170
S;50003340;1171
S;50000132;1176
S;50000132;1178
S;50001370;1181
S;50002190;1181
S;50001350;1182
S;50008100;1184
S;50003030;1185
S;50003060;1185
S;50003070;1186
S;50006490;1187
S;50003090;1188
S;50003110;1189
S;50003130;1190
S;50003150;1191
S;50003170;1192
S;50006541;1194
T;u008;1151;10;11;utroor;1171;1209;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1171
S;50007410;1172
S;50007430;1173
S;50007450;1174
S;50007470;1175
S;50007490;1175
S;50007510;1176
S;50006940;1177
S;50006920;1178
S;50006900;1179
S;50006880;1179
S;50006860;1180
S;50006840;1181
S;50003350;1183
S;50003370;1184
S;50003360;1185
S;50003340;1186
S;50000132;1191
S;50000132;1193
S;50001370;1196
S;50002190;1196
S;50001350;1197
S;50008100;1199
S;50003030;1200
S;50003060;1200
S;50003070;1201
S;50006490;1202
S;50003090;1203
S;50003110;1204
S;50003130;1205
S;50003150;1206
S;50003170;1207
S;50006541;1209
T;u008;1153;10;11;utroor;1186;1224;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1186
S;50007410;1187
S;50007430;1188
S;50007450;1189
S;50007470;1190
S;50007490;1190
S;50007510;1191
S;50006940;1192
S;50006920;1193
S;50006900;1194
S;50006880;1194
S;50006860;1195
S;50006840;1196
S;50003350;1198
S;50003370;1199
S;50003360;1200
S;50003340;1201
S;50000132;1206
S;50000132;1208
S;50001370;1211
S;50002190;1211
S;50001350;1212
S;50008100;1214
S;50003030;1215
S;50003060;1215
S;50003070;1216
S;50006490;1217
S;50003090;1218
S;50003110;1219
S;50003130;1220
S;50003150;1221
S;50003170;1222
S;50006541;1224
T;u008;1155;10;11;utroor;1201;1239;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1201
S;50007410;1202
S;50007430;1203
S;50007450;1204
S;50007470;1205
S;50007490;1205
S;50007510;1206
S;50006940;1207
S;50006920;1208
S;50006900;1209
S;50006880;1209
S;50006860;1210
S;50006840;1211
S;50003350;1213
S;50003370;1214
S;50003360;1215
S;50003340;1216
S;50000132;1221
S;50000132;1223
S;50001370;1226
S;50002190;1226
S;50001350;1227
S;50008100;1229
S;50003030;1230
S;50003060;1230
S;50003070;1231
S;50006490;1232
S;50003090;1233
S;50003110;1234
S;50003130;1235
S;50003150;1236
S;50003170;1237
S;50006541;1239
T;u008;1157;10;11;utroor;1216;1254;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1216
S;50007410;1217
S;50007430;1218
S;50007450;1219
S;50007470;1220
S;50007490;1220
S;50007510;1221
S;50006940;1222
S;50006920;1223
S;50006900;1224
S;50006880;1224
S;50006860;1225
S;50006840;1226
S;50003350;1228
S;50003370;1229
S;50003360;1230
S;50003340;1231
S;50000132;1236
S;50000132;1238
S;50001370;1241
S;50002190;1241
S;50001350;1242
S;50008100;1244
S;50003030;1245
S;50003060;1245
S;50003070;1246
S;50006490;1247
S;50003090;1248
S;50003110;1249
S;50003130;1250
S;50003150;1251
S;50003170;1252
S;50006541;1254
T;u008;1159;10;11;utroor;1231;1269;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1231
S;50007410;1232
S;50007430;1233
S;50007450;1234
S;50007470;1235
S;50007490;1235
S;50007510;1236
S;50006940;1237
S;50006920;1238
S;50006900;1239
S;50006880;1239
S;50006860;1240
S;50006840;1241
S;50003350;1243
S;50003370;1244
S;50003360;1245
S;50003340;1246
S;50000132;1251
S;50000132;1253
S;50001370;1256
S;50002190;1256
S;50001350;1257
S;50008100;1259
S;50003030;1260
S;50003060;1260
S;50003070;1261
S;50006490;1262
S;50003090;1263
S;50003110;1264
S;50003130;1265
S;50003150;1266
S;50003170;1267
S;50006541;1269
T;u008;1161;10;11;utroor;1246;1283;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1246
S;50007410;1247
S;50007430;1248
S;50007450;1249
S;50007470;1250
S;50007490;1250
S;50007510;1251
S;50006940;1252
S;50006920;1253
S;50006900;1254
S;50006880;1254
S;50006860;1255
S;50006840;1256
S;50003350;1258
S;50003370;1259
S;50003360;1260
S;50003340;1261
S;50000132;1265
S;50000132;1267
S;50001370;1270
S;50002190;1270
S;50001350;1271
S;50008100;1273
S;50003030;1274
S;50003060;1274
S;50003070;1275
S;50006490;1276
S;50003090;1277
S;50003110;1278
S;50003130;1279
S;50003150;1280
S;50003170;1281
S;50006541;1283
T;u008;1163;10;11;utroor;1261;1297;utrlun;utroor;utrlun;Gsta;;;0;2;12345;11.495;;
S;50000680;1261
S;50007410;1262
S;50007430;1262
S;50007450;1263
