C;c:\optibus\utr2021_elec.txt
V;STD20;1;UTR2020kn;1
S;59150190;499
S;59150250;499
S;59151880;500
S;59151860;501
S;59151840;502
S;59151820;505
S;59151801;507
T;u001;101020;11;11;utrijs;470;517;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;470
S;50002400;470
S;50002380;471
S;50002360;471
S;50005514;473
S;50001270;474
S;50006420;476
S;50006400;477
S;50006380;479
S;50006360;480
S;50006340;481
S;50000133;484
S;50000133;486
S;50001460;491
S;50001860;494
S;50001840;495
S;50001820;496
S;50006140;498
S;59150611;499
S;59152160;500
S;59152140;501
S;59151260;502
S;59150220;503
S;59151240;505
S;59152000;505
S;59151980;506
S;59151960;507
S;59151940;508
S;59150190;509
S;59150250;509
S;59151880;510
S;59151860;511
S;59151840;512
S;59151820;515
S;59151801;517
T;u001;101022;11;11;utrijs;480;527;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;480
S;50002400;480
S;50002380;481
S;50002360;481
S;50005514;483
S;50001270;484
S;50006420;486
S;50006400;487
S;50006380;489
S;50006360;490
S;50006340;491
S;50000133;494
S;50000133;496
S;50001460;501
S;50001860;504
S;50001840;505
S;50001820;506
S;50006140;508
S;59150611;509
S;59152160;510
S;59152140;511
S;59151260;512
S;59150220;513
S;59151240;515
S;59152000;515
S;59151980;516
S;59151960;517
S;59151940;518
S;59150190;519
S;59150250;519
S;59151880;520
S;59151860;521
S;59151840;522
S;59151820;525
S;59151801;527
T;u001;101024;11;11;utrijs;490;537;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;490
S;50002400;490
S;50002380;491
S;50002360;491
S;50005514;493
S;50001270;494
S;50006420;496
S;50006400;497
S;50006380;499
S;50006360;500
S;50006340;501
S;50000133;504
S;50000133;506
S;50001460;511
S;50001860;514
S;50001840;515
S;50001820;516
S;50006140;518
S;59150611;519
S;59152160;520
S;59152140;521
S;59151260;522
S;59150220;523
S;59151240;525
S;59152000;525
S;59151980;526
S;59151960;527
S;59151940;528
S;59150190;529
S;59150250;529
S;59151880;530
S;59151860;531
S;59151840;532
S;59151820;535
S;59151801;537
T;u001;101026;11;11;utrijs;500;546;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;500
S;50002400;500
S;50002380;501
S;50002360;501
S;50005514;503
S;50001270;504
S;50006420;506
S;50006400;507
S;50006380;509
S;50006360;510
S;50006340;511
S;50000133;513
S;50000133;515
S;50001460;520
S;50001860;523
S;50001840;524
S;50001820;525
S;50006140;527
S;59150611;528
S;59152160;529
S;59152140;530
S;59151260;531
S;59150220;532
S;59151240;534
S;59152000;534
S;59151980;535
S;59151960;536
S;59151940;537
S;59150190;538
S;59150250;538
S;59151880;539
S;59151860;540
S;59151840;541
S;59151820;544
S;59151801;546
T;u001;101028;11;11;utrijs;510;555;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;510
S;50002400;510
S;50002380;511
S;50002360;511
S;50005514;513
S;50001270;514
S;50006420;515
S;50006400;516
S;50006380;518
S;50006360;519
S;50006340;520
S;50000133;522
S;50000133;524
S;50001460;529
S;50001860;532
S;50001840;533
S;50001820;534
S;50006140;536
S;59150611;537
S;59152160;538
S;59152140;539
S;59151260;540
S;59150220;541
S;59151240;543
S;59152000;543
S;59151980;544
S;59151960;545
S;59151940;546
S;59150190;547
S;59150250;547
S;59151880;548
S;59151860;549
S;59151840;550
S;59151820;553
S;59151801;555
T;u001;101030;11;11;utrijs;520;565;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;520
S;50002400;520
S;50002380;521
S;50002360;521
S;50005514;523
S;50001270;524
S;50006420;525
S;50006400;526
S;50006380;528
S;50006360;529
S;50006340;530
S;50000133;532
S;50000133;534
S;50001460;539
S;50001860;542
S;50001840;543
S;50001820;544
S;50006140;546
S;59150611;547
S;59152160;548
S;59152140;549
S;59151260;550
S;59150220;551
S;59151240;553
S;59152000;553
S;59151980;554
S;59151960;555
S;59151940;556
S;59150190;557
S;59150250;557
S;59151880;558
S;59151860;559
S;59151840;560
S;59151820;563
S;59151801;565
T;u001;101032;11;11;utrijs;530;575;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;530
S;50002400;530
S;50002380;531
S;50002360;531
S;50005514;533
S;50001270;534
S;50006420;535
S;50006400;536
S;50006380;538
S;50006360;539
S;50006340;540
S;50000133;542
S;50000133;544
S;50001460;549
S;50001860;552
S;50001840;553
S;50001820;554
S;50006140;556
S;59150611;557
S;59152160;558
S;59152140;559
S;59151260;560
S;59150220;561
S;59151240;563
S;59152000;563
S;59151980;564
S;59151960;565
S;59151940;566
S;59150190;567
S;59150250;567
S;59151880;568
S;59151860;569
S;59151840;570
S;59151820;573
S;59151801;575
T;u001;101034;11;11;utrijs;540;585;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;540
S;50002400;540
S;50002380;541
S;50002360;541
S;50005514;543
S;50001270;544
S;50006420;545
S;50006400;546
S;50006380;548
S;50006360;549
S;50006340;550
S;50000133;552
S;50000133;554
S;50001460;559
S;50001860;562
S;50001840;563
S;50001820;564
S;50006140;566
S;59150611;567
S;59152160;568
S;59152140;569
S;59151260;570
S;59150220;571
S;59151240;573
S;59152000;573
S;59151980;574
S;59151960;575
S;59151940;576
S;59150190;577
S;59150250;577
S;59151880;578
S;59151860;579
S;59151840;580
S;59151820;583
S;59151801;585
T;u001;101036;11;11;utrijs;550;595;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;550
S;50002400;550
S;50002380;551
S;50002360;551
S;50005514;553
S;50001270;554
S;50006420;555
S;50006400;556
S;50006380;558
S;50006360;559
S;50006340;560
S;50000133;562
S;50000133;564
S;50001460;569
S;50001860;572
S;50001840;573
S;50001820;574
S;50006140;576
S;59150611;577
S;59152160;578
S;59152140;579
S;59151260;580
S;59150220;581
S;59151240;583
S;59152000;583
S;59151980;584
S;59151960;585
S;59151940;586
S;59150190;587
S;59150250;587
S;59151880;588
S;59151860;589
S;59151840;590
S;59151820;593
S;59151801;595
T;u001;101038;11;11;utrijs;560;605;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;560
S;50002400;560
S;50002380;561
S;50002360;561
S;50005514;563
S;50001270;564
S;50006420;565
S;50006400;566
S;50006380;568
S;50006360;569
S;50006340;570
S;50000133;572
S;50000133;574
S;50001460;579
S;50001860;582
S;50001840;583
S;50001820;584
S;50006140;586
S;59150611;587
S;59152160;588
S;59152140;589
S;59151260;590
S;59150220;591
S;59151240;593
S;59152000;593
S;59151980;594
S;59151960;595
S;59151940;596
S;59150190;597
S;59150250;597
S;59151880;598
S;59151860;599
S;59151840;600
S;59151820;603
S;59151801;605
T;u001;101040;11;11;utrijs;570;615;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;570
S;50002400;570
S;50002380;571
S;50002360;571
S;50005514;573
S;50001270;574
S;50006420;575
S;50006400;576
S;50006380;578
S;50006360;579
S;50006340;580
S;50000133;582
S;50000133;584
S;50001460;589
S;50001860;592
S;50001840;593
S;50001820;594
S;50006140;596
S;59150611;597
S;59152160;598
S;59152140;599
S;59151260;600
S;59150220;601
S;59151240;603
S;59152000;603
S;59151980;604
S;59151960;605
S;59151940;606
S;59150190;607
S;59150250;607
S;59151880;608
S;59151860;609
S;59151840;610
S;59151820;613
S;59151801;615
T;u001;101042;11;11;utrijs;580;625;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;580
S;50002400;580
S;50002380;581
S;50002360;581
S;50005514;583
S;50001270;584
S;50006420;585
S;50006400;586
S;50006380;588
S;50006360;589
S;50006340;590
S;50000133;592
S;50000133;594
S;50001460;599
S;50001860;602
S;50001840;603
S;50001820;604
S;50006140;606
S;59150611;607
S;59152160;608
S;59152140;609
S;59151260;610
S;59150220;611
S;59151240;613
S;59152000;613
S;59151980;614
S;59151960;615
S;59151940;616
S;59150190;617
S;59150250;617
S;59151880;618
S;59151860;619
S;59151840;620
S;59151820;623
S;59151801;625
T;u001;101044;11;11;utrijs;590;635;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;590
S;50002400;590
S;50002380;591
S;50002360;591
S;50005514;593
S;50001270;594
S;50006420;595
S;50006400;596
S;50006380;598
S;50006360;599
S;50006340;600
S;50000133;602
S;50000133;604
S;50001460;609
S;50001860;612
S;50001840;613
S;50001820;614
S;50006140;616
S;59150611;617
S;59152160;618
S;59152140;619
S;59151260;620
S;59150220;621
S;59151240;623
S;59152000;623
S;59151980;624
S;59151960;625
S;59151940;626
S;59150190;627
S;59150250;627
S;59151880;628
S;59151860;629
S;59151840;630
S;59151820;633
S;59151801;635
T;u001;101046;11;11;utrijs;600;645;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;600
S;50002400;600
S;50002380;601
S;50002360;601
S;50005514;603
S;50001270;604
S;50006420;605
S;50006400;606
S;50006380;608
S;50006360;609
S;50006340;610
S;50000133;612
S;50000133;614
S;50001460;619
S;50001860;622
S;50001840;623
S;50001820;624
S;50006140;626
S;59150611;627
S;59152160;628
S;59152140;629
S;59151260;630
S;59150220;631
S;59151240;633
S;59152000;633
S;59151980;634
S;59151960;635
S;59151940;636
S;59150190;637
S;59150250;637
S;59151880;638
S;59151860;639
S;59151840;640
S;59151820;643
S;59151801;645
T;u001;101048;11;11;utrijs;610;655;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;610
S;50002400;610
S;50002380;611
S;50002360;611
S;50005514;613
S;50001270;614
S;50006420;615
S;50006400;616
S;50006380;618
S;50006360;619
S;50006340;620
S;50000133;622
S;50000133;624
S;50001460;629
S;50001860;632
S;50001840;633
S;50001820;634
S;50006140;636
S;59150611;637
S;59152160;638
S;59152140;639
S;59151260;640
S;59150220;641
S;59151240;643
S;59152000;643
S;59151980;644
S;59151960;645
S;59151940;646
S;59150190;647
S;59150250;647
S;59151880;648
S;59151860;649
S;59151840;650
S;59151820;653
S;59151801;655
T;u001;101050;11;11;utrijs;620;665;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;620
S;50002400;620
S;50002380;621
S;50002360;621
S;50005514;623
S;50001270;624
S;50006420;625
S;50006400;626
S;50006380;628
S;50006360;629
S;50006340;630
S;50000133;632
S;50000133;634
S;50001460;639
S;50001860;642
S;50001840;643
S;50001820;644
S;50006140;646
S;59150611;647
S;59152160;648
S;59152140;649
S;59151260;650
S;59150220;651
S;59151240;653
S;59152000;653
S;59151980;654
S;59151960;655
S;59151940;656
S;59150190;657
S;59150250;657
S;59151880;658
S;59151860;659
S;59151840;660
S;59151820;663
S;59151801;665
T;u001;101052;11;11;utrijs;630;675;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;630
S;50002400;630
S;50002380;631
S;50002360;631
S;50005514;633
S;50001270;634
S;50006420;635
S;50006400;636
S;50006380;638
S;50006360;639
S;50006340;640
S;50000133;642
S;50000133;644
S;50001460;649
S;50001860;652
S;50001840;653
S;50001820;654
S;50006140;656
S;59150611;657
S;59152160;658
S;59152140;659
S;59151260;660
S;59150220;661
S;59151240;663
S;59152000;663
S;59151980;664
S;59151960;665
S;59151940;666
S;59150190;667
S;59150250;667
S;59151880;668
S;59151860;669
S;59151840;670
S;59151820;673
S;59151801;675
T;u001;101054;11;11;utrijs;640;685;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;640
S;50002400;640
S;50002380;641
S;50002360;641
S;50005514;643
S;50001270;644
S;50006420;645
S;50006400;646
S;50006380;648
S;50006360;649
S;50006340;650
S;50000133;652
S;50000133;654
S;50001460;659
S;50001860;662
S;50001840;663
S;50001820;664
S;50006140;666
S;59150611;667
S;59152160;668
S;59152140;669
S;59151260;670
S;59150220;671
S;59151240;673
S;59152000;673
S;59151980;674
S;59151960;675
S;59151940;676
S;59150190;677
S;59150250;677
S;59151880;678
S;59151860;679
S;59151840;680
S;59151820;683
S;59151801;685
T;u001;101056;11;11;utrijs;650;695;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;650
S;50002400;650
S;50002380;651
S;50002360;651
S;50005514;653
S;50001270;654
S;50006420;655
S;50006400;656
S;50006380;658
S;50006360;659
S;50006340;660
S;50000133;662
S;50000133;664
S;50001460;669
S;50001860;672
S;50001840;673
S;50001820;674
S;50006140;676
S;59150611;677
S;59152160;678
S;59152140;679
S;59151260;680
S;59150220;681
S;59151240;683
S;59152000;683
S;59151980;684
S;59151960;685
S;59151940;686
S;59150190;687
S;59150250;687
S;59151880;688
S;59151860;689
S;59151840;690
S;59151820;693
S;59151801;695
T;u001;101058;11;11;utrijs;660;705;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;660
S;50002400;660
S;50002380;661
S;50002360;661
S;50005514;663
S;50001270;664
S;50006420;665
S;50006400;666
S;50006380;668
S;50006360;669
S;50006340;670
S;50000133;672
S;50000133;674
S;50001460;679
S;50001860;682
S;50001840;683
S;50001820;684
S;50006140;686
S;59150611;687
S;59152160;688
S;59152140;689
S;59151260;690
S;59150220;691
S;59151240;693
S;59152000;693
S;59151980;694
S;59151960;695
S;59151940;696
S;59150190;697
S;59150250;697
S;59151880;698
S;59151860;699
S;59151840;700
S;59151820;703
S;59151801;705
T;u001;101060;11;11;utrijs;670;715;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;670
S;50002400;670
S;50002380;671
S;50002360;671
S;50005514;673
S;50001270;674
S;50006420;675
S;50006400;676
S;50006380;678
S;50006360;679
S;50006340;680
S;50000133;682
S;50000133;684
S;50001460;689
S;50001860;692
S;50001840;693
S;50001820;694
S;50006140;696
S;59150611;697
S;59152160;698
S;59152140;699
S;59151260;700
S;59150220;701
S;59151240;703
S;59152000;703
S;59151980;704
S;59151960;705
S;59151940;706
S;59150190;707
S;59150250;707
S;59151880;708
S;59151860;709
S;59151840;710
S;59151820;713
S;59151801;715
T;u001;101062;11;11;utrijs;680;725;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;680
S;50002400;680
S;50002380;681
S;50002360;681
S;50005514;683
S;50001270;684
S;50006420;685
S;50006400;686
S;50006380;688
S;50006360;689
S;50006340;690
S;50000133;692
S;50000133;694
S;50001460;699
S;50001860;702
S;50001840;703
S;50001820;704
S;50006140;706
S;59150611;707
S;59152160;708
S;59152140;709
S;59151260;710
S;59150220;711
S;59151240;713
S;59152000;713
S;59151980;714
S;59151960;715
S;59151940;716
S;59150190;717
S;59150250;717
S;59151880;718
S;59151860;719
S;59151840;720
S;59151820;723
S;59151801;725
T;u001;101064;11;11;utrijs;690;735;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;690
S;50002400;690
S;50002380;691
S;50002360;691
S;50005514;693
S;50001270;694
S;50006420;695
S;50006400;696
S;50006380;698
S;50006360;699
S;50006340;700
S;50000133;702
S;50000133;704
S;50001460;709
S;50001860;712
S;50001840;713
S;50001820;714
S;50006140;716
S;59150611;717
S;59152160;718
S;59152140;719
S;59151260;720
S;59150220;721
S;59151240;723
S;59152000;723
S;59151980;724
S;59151960;725
S;59151940;726
S;59150190;727
S;59150250;727
S;59151880;728
S;59151860;729
S;59151840;730
S;59151820;733
S;59151801;735
T;u001;101066;11;11;utrijs;700;745;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;700
S;50002400;700
S;50002380;701
S;50002360;701
S;50005514;703
S;50001270;704
S;50006420;705
S;50006400;706
S;50006380;708
S;50006360;709
S;50006340;710
S;50000133;712
S;50000133;714
S;50001460;719
S;50001860;722
S;50001840;723
S;50001820;724
S;50006140;726
S;59150611;727
S;59152160;728
S;59152140;729
S;59151260;730
S;59150220;731
S;59151240;733
S;59152000;733
S;59151980;734
S;59151960;735
S;59151940;736
S;59150190;737
S;59150250;737
S;59151880;738
S;59151860;739
S;59151840;740
S;59151820;743
S;59151801;745
T;u001;101068;11;11;utrijs;710;755;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;710
S;50002400;710
S;50002380;711
S;50002360;711
S;50005514;713
S;50001270;714
S;50006420;715
S;50006400;716
S;50006380;718
S;50006360;719
S;50006340;720
S;50000133;722
S;50000133;724
S;50001460;729
S;50001860;732
S;50001840;733
S;50001820;734
S;50006140;736
S;59150611;737
S;59152160;738
S;59152140;739
S;59151260;740
S;59150220;741
S;59151240;743
S;59152000;743
S;59151980;744
S;59151960;745
S;59151940;746
S;59150190;747
S;59150250;747
S;59151880;748
S;59151860;749
S;59151840;750
S;59151820;753
S;59151801;755
T;u001;101070;11;11;utrijs;720;765;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;720
S;50002400;720
S;50002380;721
S;50002360;721
S;50005514;723
S;50001270;724
S;50006420;725
S;50006400;726
S;50006380;728
S;50006360;729
S;50006340;730
S;50000133;732
S;50000133;734
S;50001460;739
S;50001860;742
S;50001840;743
S;50001820;744
S;50006140;746
S;59150611;747
S;59152160;748
S;59152140;749
S;59151260;750
S;59150220;751
S;59151240;753
S;59152000;753
S;59151980;754
S;59151960;755
S;59151940;756
S;59150190;757
S;59150250;757
S;59151880;758
S;59151860;759
S;59151840;760
S;59151820;763
S;59151801;765
T;u001;101072;11;11;utrijs;730;775;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;730
S;50002400;730
S;50002380;731
S;50002360;731
S;50005514;733
S;50001270;734
S;50006420;735
S;50006400;736
S;50006380;738
S;50006360;739
S;50006340;740
S;50000133;742
S;50000133;744
S;50001460;749
S;50001860;752
S;50001840;753
S;50001820;754
S;50006140;756
S;59150611;757
S;59152160;758
S;59152140;759
S;59151260;760
S;59150220;761
S;59151240;763
S;59152000;763
S;59151980;764
S;59151960;765
S;59151940;766
S;59150190;767
S;59150250;767
S;59151880;768
S;59151860;769
S;59151840;770
S;59151820;773
S;59151801;775
T;u001;101074;11;11;utrijs;740;785;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;740
S;50002400;740
S;50002380;741
S;50002360;741
S;50005514;743
S;50001270;744
S;50006420;745
S;50006400;746
S;50006380;748
S;50006360;749
S;50006340;750
S;50000133;752
S;50000133;754
S;50001460;759
S;50001860;762
S;50001840;763
S;50001820;764
S;50006140;766
S;59150611;767
S;59152160;768
S;59152140;769
S;59151260;770
S;59150220;771
S;59151240;773
S;59152000;773
S;59151980;774
S;59151960;775
S;59151940;776
S;59150190;777
S;59150250;777
S;59151880;778
S;59151860;779
S;59151840;780
S;59151820;783
S;59151801;785
T;u001;101076;11;11;utrijs;750;795;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;750
S;50002400;750
S;50002380;751
S;50002360;751
S;50005514;753
S;50001270;754
S;50006420;755
S;50006400;756
S;50006380;758
S;50006360;759
S;50006340;760
S;50000133;762
S;50000133;764
S;50001460;769
S;50001860;772
S;50001840;773
S;50001820;774
S;50006140;776
S;59150611;777
S;59152160;778
S;59152140;779
S;59151260;780
S;59150220;781
S;59151240;783
S;59152000;783
S;59151980;784
S;59151960;785
S;59151940;786
S;59150190;787
S;59150250;787
S;59151880;788
S;59151860;789
S;59151840;790
S;59151820;793
S;59151801;795
T;u001;101078;11;11;utrijs;760;805;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;760
S;50002400;760
S;50002380;761
S;50002360;761
S;50005514;763
S;50001270;764
S;50006420;765
S;50006400;766
S;50006380;768
S;50006360;769
S;50006340;770
S;50000133;772
S;50000133;774
S;50001460;779
S;50001860;782
S;50001840;783
S;50001820;784
S;50006140;786
S;59150611;787
S;59152160;788
S;59152140;789
S;59151260;790
S;59150220;791
S;59151240;793
S;59152000;793
S;59151980;794
S;59151960;795
S;59151940;796
S;59150190;797
S;59150250;797
S;59151880;798
S;59151860;799
S;59151840;800
S;59151820;803
S;59151801;805
T;u001;101080;11;11;utrijs;770;816;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;770
S;50002400;770
S;50002380;771
S;50002360;771
S;50005514;773
S;50001270;774
S;50006420;775
S;50006400;776
S;50006380;778
S;50006360;779
S;50006340;780
S;50000133;782
S;50000133;784
S;50001460;789
S;50001860;792
S;50001840;793
S;50001820;794
S;50006140;796
S;59150611;797
S;59152160;798
S;59152140;799
S;59151260;800
S;59150220;801
S;59151240;803
S;59152000;804
S;59151980;805
S;59151960;806
S;59151940;807
S;59150190;808
S;59150250;808
S;59151880;809
S;59151860;810
S;59151840;811
S;59151820;814
S;59151801;816
T;u001;101082;11;11;utrijs;780;827;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;780
S;50002400;780
S;50002380;781
S;50002360;781
S;50005514;783
S;50001270;784
S;50006420;785
S;50006400;786
S;50006380;788
S;50006360;789
S;50006340;790
S;50000133;792
S;50000133;794
S;50001460;799
S;50001860;802
S;50001840;804
S;50001820;805
S;50006140;807
S;59150611;808
S;59152160;809
S;59152140;810
S;59151260;811
S;59150220;812
S;59151240;814
S;59152000;815
S;59151980;816
S;59151960;817
S;59151940;818
S;59150190;819
S;59150250;819
S;59151880;820
S;59151860;821
S;59151840;822
S;59151820;825
S;59151801;827
T;u001;101084;11;11;utrijs;790;837;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;790
S;50002400;790
S;50002380;791
S;50002360;791
S;50005514;793
S;50001270;794
S;50006420;795
S;50006400;796
S;50006380;798
S;50006360;799
S;50006340;800
S;50000133;802
S;50000133;804
S;50001460;809
S;50001860;812
S;50001840;814
S;50001820;815
S;50006140;817
S;59150611;818
S;59152160;819
S;59152140;820
S;59151260;821
S;59150220;822
S;59151240;824
S;59152000;825
S;59151980;826
S;59151960;827
S;59151940;828
S;59150190;829
S;59150250;829
S;59151880;830
S;59151860;831
S;59151840;832
S;59151820;835
S;59151801;837
T;u001;101086;11;11;utrijs;800;847;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;800
S;50002400;800
S;50002380;801
S;50002360;801
S;50005514;803
S;50001270;804
S;50006420;805
S;50006400;806
S;50006380;808
S;50006360;809
S;50006340;810
S;50000133;812
S;50000133;814
S;50001460;819
S;50001860;822
S;50001840;824
S;50001820;825
S;50006140;827
S;59150611;828
S;59152160;829
S;59152140;830
S;59151260;831
S;59150220;832
S;59151240;834
S;59152000;835
S;59151980;836
S;59151960;837
S;59151940;838
S;59150190;839
S;59150250;839
S;59151880;840
S;59151860;841
S;59151840;842
S;59151820;845
S;59151801;847
T;u001;101088;11;11;utrijs;810;857;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;810
S;50002400;810
S;50002380;811
S;50002360;811
S;50005514;813
S;50001270;814
S;50006420;815
S;50006400;816
S;50006380;818
S;50006360;819
S;50006340;820
S;50000133;822
S;50000133;824
S;50001460;829
S;50001860;832
S;50001840;834
S;50001820;835
S;50006140;837
S;59150611;838
S;59152160;839
S;59152140;840
S;59151260;841
S;59150220;842
S;59151240;844
S;59152000;845
S;59151980;846
S;59151960;847
S;59151940;848
S;59150190;849
S;59150250;849
S;59151880;850
S;59151860;851
S;59151840;852
S;59151820;855
S;59151801;857
T;u001;101090;11;11;utrijs;820;867;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;820
S;50002400;820
S;50002380;821
S;50002360;821
S;50005514;823
S;50001270;824
S;50006420;825
S;50006400;826
S;50006380;828
S;50006360;829
S;50006340;830
S;50000133;832
S;50000133;834
S;50001460;839
S;50001860;842
S;50001840;844
S;50001820;845
S;50006140;847
S;59150611;848
S;59152160;849
S;59152140;850
S;59151260;851
S;59150220;852
S;59151240;854
S;59152000;855
S;59151980;856
S;59151960;857
S;59151940;858
S;59150190;859
S;59150250;859
S;59151880;860
S;59151860;861
S;59151840;862
S;59151820;865
S;59151801;867
T;u001;101092;11;11;utrijs;830;877;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;830
S;50002400;830
S;50002380;831
S;50002360;831
S;50005514;833
S;50001270;834
S;50006420;835
S;50006400;836
S;50006380;838
S;50006360;839
S;50006340;840
S;50000133;842
S;50000133;844
S;50001460;849
S;50001860;852
S;50001840;854
S;50001820;855
S;50006140;857
S;59150611;858
S;59152160;859
S;59152140;860
S;59151260;861
S;59150220;862
S;59151240;864
S;59152000;865
S;59151980;866
S;59151960;867
S;59151940;868
S;59150190;869
S;59150250;869
S;59151880;870
S;59151860;871
S;59151840;872
S;59151820;875
S;59151801;877
T;u001;101094;11;11;utrijs;840;887;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;840
S;50002400;840
S;50002380;841
S;50002360;841
S;50005514;843
S;50001270;844
S;50006420;845
S;50006400;846
S;50006380;848
S;50006360;849
S;50006340;850
S;50000133;852
S;50000133;854
S;50001460;859
S;50001860;862
S;50001840;864
S;50001820;865
S;50006140;867
S;59150611;868
S;59152160;869
S;59152140;870
S;59151260;871
S;59150220;872
S;59151240;874
S;59152000;875
S;59151980;876
S;59151960;877
S;59151940;878
S;59150190;879
S;59150250;879
S;59151880;880
S;59151860;881
S;59151840;882
S;59151820;885
S;59151801;887
T;u001;101096;11;11;utrijs;850;897;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;850
S;50002400;850
S;50002380;851
S;50002360;851
S;50005514;853
S;50001270;854
S;50006420;855
S;50006400;856
S;50006380;858
S;50006360;859
S;50006340;860
S;50000133;862
S;50000133;864
S;50001460;869
S;50001860;872
S;50001840;874
S;50001820;875
S;50006140;877
S;59150611;878
S;59152160;879
S;59152140;880
S;59151260;881
S;59150220;882
S;59151240;884
S;59152000;885
S;59151980;886
S;59151960;887
S;59151940;888
S;59150190;889
S;59150250;889
S;59151880;890
S;59151860;891
S;59151840;892
S;59151820;895
S;59151801;897
T;u001;101098;11;11;utrijs;860;907;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;860
S;50002400;860
S;50002380;861
S;50002360;861
S;50005514;863
S;50001270;864
S;50006420;865
S;50006400;866
S;50006380;868
S;50006360;869
S;50006340;870
S;50000133;872
S;50000133;874
S;50001460;879
S;50001860;882
S;50001840;884
S;50001820;885
S;50006140;887
S;59150611;888
S;59152160;889
S;59152140;890
S;59151260;891
S;59150220;892
S;59151240;894
S;59152000;895
S;59151980;896
S;59151960;897
S;59151940;898
S;59150190;899
S;59150250;899
S;59151880;900
S;59151860;901
S;59151840;902
S;59151820;905
S;59151801;907
T;u001;101100;11;11;utrijs;870;917;utrvec;utrijs;utrvec;E12m;;E12m;0;2;12345;12.969;;
S;50008050;870
S;50002400;870
S;50002380;871
S;50002360;871
S;50005514;873
S;50001270;874
S;50006420;875
S;50006400;876
S;50006380;878
S;50006360;879
S;50006340;880
S;50000133;882
S;50000133;884
S;50001460;889
S;50001860;892
S;50001840;894
S;50001820;895
S;50006140;897
S;59150611;898
S;59152160;899
S;59152140;900
S;59151260;901
S;59150220;902
S;59151240;904
S;59152000;905
S;59151980;906
S;59151960;907
S;59151940;908
S;59150190;909
S;59150250;909
S;59151880;910
S;59151860;911
S;59151840;912
S;59151820;915
S;59151801;917
